in,AwayTeam,HomeTeam,AwayOdds,HomeOdds,AwayScore,HomeScore
GKvLB2FO,Sacramento Kings,Phoenix Suns,2.31,1.65,100,116
xUuHCr0I,Chicago Bulls,Golden State Warriors,2.4,1.61,128,129
f5jCDOpC,Indiana Pacers,Boston Celtics,2.23,1.69,108,107
2cY4FpGa,Cleveland Cavaliers,Philadelphia 76ers,3.11,1.39,118,94
dKX8E4V5,New York Knicks,Milwaukee Bucks,7.66,1.1,130,110
SvthInWt,Charlotte Hornets,Brooklyn Nets,5.59,1.16,106,104
O6Z0GQ0g,New Orleans Pelicans,San Antonio Spurs,1.49,2.71,98,95
6VvdH6om,Washington Wizards,Orlando Magic,2.08,1.79,113,120
AagQMSNP,Los Angeles Clippers,Dallas Mavericks,1.65,2.32,73,124
fiBwaPVI,Portland Trail Blazers,Houston Rockets,1.31,3.62,128,126
ddkMN88J,Sacramento Kings,Phoenix Suns,2.35,1.63,106,103
G0CZa5GC,Utah Jazz,Minnesota Timberwolves,1.23,4.41,111,116
djhWD59b,San Antonio Spurs,Toronto Raptors,2.17,1.73,119,114
8zDV0o16,Chicago Bulls,Indiana Pacers,2.96,1.43,106,125
UqER1Ro0,New York Knicks,Philadelphia 76ers,3.98,1.26,89,109
veLE4T1s,Charlotte Hornets,Oklahoma City Thunder,1.69,2.23,107,109
YHKI3mHm,Detroit Pistons,Cleveland Cavaliers,1.88,1.97,119,128
nLOM27Wg,Washington Wizards,Orlando Magic,1.78,2.09,120,130
xnZn99gQ,Memphis Grizzlies,Atlanta Hawks,1.71,2.19,112,122
juIh7Hyh,Denver Nuggets,Los Angeles Clippers,2.42,1.6,108,121
xxEl8cMo,Los Angeles Lakers,Dallas Mavericks,1.37,3.22,138,115
OYP6qEqo,Boston Celtics,Brooklyn Nets,2.3,1.66,95,123
MPwulfyU,Milwaukee Bucks,Golden State Warriors,1.18,5.15,138,99
4lqzkzMN,Miami Heat,New Orleans Pelicans,1.67,2.28,111,98
QcpWkG6H,Phoenix Suns,Dallas Mavericks,1.84,2.01,106,102
KAvrAkvK,Portland Trail Blazers,Utah Jazz,2.05,1.81,100,120
tKuvBVOD,Denver Nuggets,Sacramento Kings,1.31,3.58,122,124
fRaqkl2f,Chicago Bulls,Atlanta Hawks,2.06,1.8,104,124
GtlhmSW6,Memphis Grizzlies,San Antonio Spurs,1.77,2.09,119,131
SGidnnnD,Minnesota Timberwolves,Detroit Pistons,1.47,2.79,111,101
WzoSjdiB,Boston Celtics,Milwaukee Bucks,2.59,1.54,122,121
IagSEofh,Toronto Raptors,New Orleans Pelicans,1.6,2.42,99,113
h0v39Im9,Cleveland Cavaliers,Charlotte Hornets,2.29,1.66,121,114
63r78x3F,Indiana Pacers,New York Knicks,1.31,3.62,121,107
n1dyiAXs,Orlando Magic,Miami Heat,2.66,1.51,113,107
QieujUnl,Philadelphia 76ers,Washington Wizards,1.33,3.47,113,107
K0sOixx5,Los Angeles Lakers,Los Angeles Clippers,1.74,2.16,109,116
xxhJhIMb,Brooklyn Nets,Golden State Warriors,1.31,3.61,125,99
